,SMILES,TR/TE,F-L_class,@-@@_class,R-S_class,SMILES_ns,SMILES_opp
88,C[C@H](C#Cc1ccc(C=O)cc1)c1ccccc1C(=O)NC(C)(C)C,TE,F,@,R,CC(C#Cc1ccc(C=O)cc1)c1ccccc1C(=O)NC(C)(C)C,C[C@@H](C#Cc1ccc(C=O)cc1)c1ccccc1C(=O)NC(C)(C)C
89,C[C@@H](C#Cc1ccc(C=O)cc1)c1ccccc1C(=O)NC(C)(C)C,TE,L,@@,S,CC(C#Cc1ccc(C=O)cc1)c1ccccc1C(=O)NC(C)(C)C,C[C@H](C#Cc1ccc(C=O)cc1)c1ccccc1C(=O)NC(C)(C)C
90,C[C@H](C#Cc1ccc(F)cc1)c1ccccc1C(=O)NC(C)(C)C,TE,F,@,R,CC(C#Cc1ccc(F)cc1)c1ccccc1C(=O)NC(C)(C)C,C[C@@H](C#Cc1ccc(F)cc1)c1ccccc1C(=O)NC(C)(C)C
91,C[C@@H](C#Cc1ccc(F)cc1)c1ccccc1C(=O)NC(C)(C)C,TE,L,@@,S,CC(C#Cc1ccc(F)cc1)c1ccccc1C(=O)NC(C)(C)C,C[C@H](C#Cc1ccc(F)cc1)c1ccccc1C(=O)NC(C)(C)C
92,C[C@H](C#Cc1cccc(Cl)c1)c1ccccc1C(=O)NC(C)(C)C,TE,F,@,R,CC(C#Cc1cccc(Cl)c1)c1ccccc1C(=O)NC(C)(C)C,C[C@@H](C#Cc1cccc(Cl)c1)c1ccccc1C(=O)NC(C)(C)C
93,C[C@@H](C#Cc1cccc(Cl)c1)c1ccccc1C(=O)NC(C)(C)C,TE,L,@@,S,CC(C#Cc1cccc(Cl)c1)c1ccccc1C(=O)NC(C)(C)C,C[C@H](C#Cc1cccc(Cl)c1)c1ccccc1C(=O)NC(C)(C)C
94,C[C@H](C#Cc1ccccc1)c1ccccc1C=O,TE,F,@,R,CC(C#Cc1ccccc1)c1ccccc1C=O,C[C@@H](C#Cc1ccccc1)c1ccccc1C=O
95,C[C@@H](C#Cc1ccccc1)c1ccccc1C=O,TE,L,@@,S,CC(C#Cc1ccccc1)c1ccccc1C=O,C[C@H](C#Cc1ccccc1)c1ccccc1C=O
96,C[C@@H](C#Cc1ccccc1)c1ccccc1CC(C)(C)NC(=O)c1ccccc1,TE,F,@@,S,CC(C#Cc1ccccc1)c1ccccc1CC(C)(C)NC(=O)c1ccccc1,C[C@H](C#Cc1ccccc1)c1ccccc1CC(C)(C)NC(=O)c1ccccc1
97,C[C@H](C#Cc1ccccc1)c1ccccc1CC(C)(C)NC(=O)c1ccccc1,TE,L,@,R,CC(C#Cc1ccccc1)c1ccccc1CC(C)(C)NC(=O)c1ccccc1,C[C@@H](C#Cc1ccccc1)c1ccccc1CC(C)(C)NC(=O)c1ccccc1
98,C[C@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(OC(F)(F)F)cc1,TE,F,@,R,CC(CC(=O)NC(C)(C)c1ccccn1)c1ccc(OC(F)(F)F)cc1,C[C@@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(OC(F)(F)F)cc1
99,C[C@@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(OC(F)(F)F)cc1,TE,L,@@,S,CC(CC(=O)NC(C)(C)c1ccccn1)c1ccc(OC(F)(F)F)cc1,C[C@H](CC(=O)NC(C)(C)c1ccccn1)c1ccc(OC(F)(F)F)cc1
100,CC1(C)CN(C(=S)Nc2ccccc2)[C@@](C)(c2ccc(Cl)cc2)C1,TE,F,@@,R,CC1(C)CN(C(=S)Nc2ccccc2)C(C)(c2ccc(Cl)cc2)C1,CC1(C)CN(C(=S)Nc2ccccc2)[C@](C)(c2ccc(Cl)cc2)C1
101,CC1(C)CN(C(=S)Nc2ccccc2)[C@](C)(c2ccc(Cl)cc2)C1,TE,L,@,S,CC1(C)CN(C(=S)Nc2ccccc2)C(C)(c2ccc(Cl)cc2)C1,CC1(C)CN(C(=S)Nc2ccccc2)[C@@](C)(c2ccc(Cl)cc2)C1
102,CC1(C)OB(c2ccc([C@@]3(c4ccccc4)CCCCC3=O)cc2)OC1(C)C,TE,F,@@,S,CC1(C)OB(c2ccc(C3(c4ccccc4)CCCCC3=O)cc2)OC1(C)C,CC1(C)OB(c2ccc([C@]3(c4ccccc4)CCCCC3=O)cc2)OC1(C)C
103,CC1(C)OB(c2ccc([C@]3(c4ccccc4)CCCCC3=O)cc2)OC1(C)C,TE,L,@,R,CC1(C)OB(c2ccc(C3(c4ccccc4)CCCCC3=O)cc2)OC1(C)C,CC1(C)OB(c2ccc([C@@]3(c4ccccc4)CCCCC3=O)cc2)OC1(C)C
104,C[C@@]1(CC#Cc2ccccc2)COc2ccc(F)cc21,TE,F,@@,S,CC1(CC#Cc2ccccc2)COc2ccc(F)cc21,C[C@]1(CC#Cc2ccccc2)COc2ccc(F)cc21
105,C[C@]1(CC#Cc2ccccc2)COc2ccc(F)cc21,TE,L,@,R,CC1(CC#Cc2ccccc2)COc2ccc(F)cc21,C[C@@]1(CC#Cc2ccccc2)COc2ccc(F)cc21
106,C[C@]1(CC#Cc2cccs2)CN(Cc2ccccc2)C(=O)c2ccccc21,TE,F,@,R,CC1(CC#Cc2cccs2)CN(Cc2ccccc2)C(=O)c2ccccc21,C[C@@]1(CC#Cc2cccs2)CN(Cc2ccccc2)C(=O)c2ccccc21
107,C[C@@]1(CC#Cc2cccs2)CN(Cc2ccccc2)C(=O)c2ccccc21,TE,L,@@,S,CC1(CC#Cc2cccs2)CN(Cc2ccccc2)C(=O)c2ccccc21,C[C@]1(CC#Cc2cccs2)CN(Cc2ccccc2)C(=O)c2ccccc21
108,Cc1c([C@@H](C(=O)OCc2ccccc2)c2ccccc2)c2ccccc2n1Cc1ccc2ccccc2c1,TE,F,@@,S,Cc1c(C(C(=O)OCc2ccccc2)c2ccccc2)c2ccccc2n1Cc1ccc2ccccc2c1,Cc1c([C@H](C(=O)OCc2ccccc2)c2ccccc2)c2ccccc2n1Cc1ccc2ccccc2c1
109,Cc1c([C@H](C(=O)OCc2ccccc2)c2ccccc2)c2ccccc2n1Cc1ccc2ccccc2c1,TE,L,@,R,Cc1c(C(C(=O)OCc2ccccc2)c2ccccc2)c2ccccc2n1Cc1ccc2ccccc2c1,Cc1c([C@@H](C(=O)OCc2ccccc2)c2ccccc2)c2ccccc2n1Cc1ccc2ccccc2c1
110,Cc1c([C@H](C)C(=O)OCc2ccccc2)c2ccccc2n1Cc1ccccc1,TE,F,@,S,Cc1c(C(C)C(=O)OCc2ccccc2)c2ccccc2n1Cc1ccccc1,Cc1c([C@@H](C)C(=O)OCc2ccccc2)c2ccccc2n1Cc1ccccc1
111,Cc1c([C@@H](C)C(=O)OCc2ccccc2)c2ccccc2n1Cc1ccccc1,TE,L,@@,R,Cc1c(C(C)C(=O)OCc2ccccc2)c2ccccc2n1Cc1ccccc1,Cc1c([C@H](C)C(=O)OCc2ccccc2)c2ccccc2n1Cc1ccccc1
112,Cc1c2n(c3ccccc13)C(=O)[C@@](O)(C(F)(F)F)C2,TE,F,@@,R,Cc1c2n(c3ccccc13)C(=O)C(O)(C(F)(F)F)C2,Cc1c2n(c3ccccc13)C(=O)[C@](O)(C(F)(F)F)C2
113,Cc1c2n(c3ccccc13)C(=O)[C@](O)(C(F)(F)F)C2,TE,L,@,S,Cc1c2n(c3ccccc13)C(=O)C(O)(C(F)(F)F)C2,Cc1c2n(c3ccccc13)C(=O)[C@@](O)(C(F)(F)F)C2
114,C[C@@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C(C)(C)C)cc1,TE,F,@@,R,CC1CC(=O)N(C(C)(C)c2ccccn2)C1=Cc1ccc(C(C)(C)C)cc1,C[C@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C(C)(C)C)cc1
115,C[C@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C(C)(C)C)cc1,TE,L,@,S,CC1CC(=O)N(C(C)(C)c2ccccn2)C1=Cc1ccc(C(C)(C)C)cc1,C[C@@H]1CC(=O)N(C(C)(C)c2ccccn2)/C1=C/c1ccc(C(C)(C)C)cc1
116,C[C@@H]1CC(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)N=C1c1ccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c([N+](=O)[O-])c1,TE,F,@@,R,CC1CC(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)N=C1c1ccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c([N+](=O)[O-])c1,C[C@H]1CC(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)N=C1c1ccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c([N+](=O)[O-])c1
117,C[C@H]1CC(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)N=C1c1ccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c([N+](=O)[O-])c1,TE,L,@,S,CC1CC(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)N=C1c1ccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c([N+](=O)[O-])c1,C[C@@H]1CC(=O)N(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)N=C1c1ccc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c([N+](=O)[O-])c1
118,Cc1cc(C)cc([C@H]2NC(=O)Nc3ccccc32)c1,TE,F,@,R,Cc1cc(C)cc(C2NC(=O)Nc3ccccc32)c1,Cc1cc(C)cc([C@@H]2NC(=O)Nc3ccccc32)c1
119,Cc1cc(C)cc([C@@H]2NC(=O)Nc3ccccc32)c1,TE,L,@@,S,Cc1cc(C)cc(C2NC(=O)Nc3ccccc32)c1,Cc1cc(C)cc([C@H]2NC(=O)Nc3ccccc32)c1
120,Cc1cc2c(cc1C)N(S(=O)(=O)C(F)(F)F)[C@@H](/C=C/c1ccsc1)C2,TE,F,@@,R,Cc1cc2c(cc1C)N(S(=O)(=O)C(F)(F)F)C(C=Cc1ccsc1)C2,Cc1cc2c(cc1C)N(S(=O)(=O)C(F)(F)F)[C@H](/C=C/c1ccsc1)C2
121,Cc1cc2c(cc1C)N(S(=O)(=O)C(F)(F)F)[C@H](/C=C/c1ccsc1)C2,TE,L,@,S,Cc1cc2c(cc1C)N(S(=O)(=O)C(F)(F)F)C(C=Cc1ccsc1)C2,Cc1cc2c(cc1C)N(S(=O)(=O)C(F)(F)F)[C@@H](/C=C/c1ccsc1)C2
122,Cc1ccc([C@H](C#Cc2ccc(C#N)cc2)CC(C)(C)C(=O)OC(C)(C)C)cc1,TE,F,@,R,Cc1ccc(C(C#Cc2ccc(C#N)cc2)CC(C)(C)C(=O)OC(C)(C)C)cc1,Cc1ccc([C@@H](C#Cc2ccc(C#N)cc2)CC(C)(C)C(=O)OC(C)(C)C)cc1
123,Cc1ccc([C@@H](C#Cc2ccc(C#N)cc2)CC(C)(C)C(=O)OC(C)(C)C)cc1,TE,L,@@,S,Cc1ccc(C(C#Cc2ccc(C#N)cc2)CC(C)(C)C(=O)OC(C)(C)C)cc1,Cc1ccc([C@H](C#Cc2ccc(C#N)cc2)CC(C)(C)C(=O)OC(C)(C)C)cc1
124,Cc1ccc([C@](c2ccccc2)(c2ccc(O)cc2)c2ccccc2F)[nH]1,TE,F,@,R,Cc1ccc(C(c2ccccc2)(c2ccc(O)cc2)c2ccccc2F)[nH]1,Cc1ccc([C@@](c2ccccc2)(c2ccc(O)cc2)c2ccccc2F)[nH]1
125,Cc1ccc([C@@](c2ccccc2)(c2ccc(O)cc2)c2ccccc2F)[nH]1,TE,L,@@,S,Cc1ccc(C(c2ccccc2)(c2ccc(O)cc2)c2ccccc2F)[nH]1,Cc1ccc([C@](c2ccccc2)(c2ccc(O)cc2)c2ccccc2F)[nH]1
126,Cc1ccc([C@H](CO)C(C)C)cc1,TE,F,@,R,Cc1ccc(C(CO)C(C)C)cc1,Cc1ccc([C@@H](CO)C(C)C)cc1
127,Cc1ccc([C@@H](CO)C(C)C)cc1,TE,L,@@,S,Cc1ccc(C(CO)C(C)C)cc1,Cc1ccc([C@H](CO)C(C)C)cc1
128,Cc1ccc(/C=C2\[C@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,F,@,R,Cc1ccc(C=C2C(Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1
129,Cc1ccc(/C=C2\[C@@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,L,@@,S,Cc1ccc(C=C2C(Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@H](Cc3ccc(C)cc3)CC(=O)N2C(C)(C)c2ccccn2)cc1
130,Cc1ccc(/C=C2\[C@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,F,@,R,Cc1ccc(C=C2C(CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1
131,Cc1ccc(/C=C2\[C@@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,TE,L,@@,S,Cc1ccc(C=C2C(CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1,Cc1ccc(/C=C2\[C@H](CCCc3ccccc3)CC(=O)N2C(C)(C)c2ccccn2)cc1
132,Cc1ccc([C@@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,TE,F,@@,S,Cc1ccc(C2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,Cc1ccc([C@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1
133,Cc1ccc([C@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,TE,L,@,R,Cc1ccc(C2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1,Cc1ccc([C@@H]2CC(=O)N(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)N=C2c2ccccc2)cc1
134,Cc1ccc([C@@H]2CNC(=O)C2)cc1,TE,F,@@,R,Cc1ccc(C2CNC(=O)C2)cc1,Cc1ccc([C@H]2CNC(=O)C2)cc1
135,Cc1ccc([C@H]2CNC(=O)C2)cc1,TE,L,@,S,Cc1ccc(C2CNC(=O)C2)cc1,Cc1ccc([C@@H]2CNC(=O)C2)cc1
136,Cc1ccc(S(=O)(=O)N2CCC[C@H](c3ccccc3)CC2=O)cc1,TE,F,@,S,Cc1ccc(S(=O)(=O)N2CCCC(c3ccccc3)CC2=O)cc1,Cc1ccc(S(=O)(=O)N2CCC[C@@H](c3ccccc3)CC2=O)cc1
137,Cc1ccc(S(=O)(=O)N2CCC[C@@H](c3ccccc3)CC2=O)cc1,TE,L,@@,R,Cc1ccc(S(=O)(=O)N2CCCC(c3ccccc3)CC2=O)cc1,Cc1ccc(S(=O)(=O)N2CCC[C@H](c3ccccc3)CC2=O)cc1
138,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@H](c1ccccc1)C=C2,TE,F,@,S,Cc1ccc2c(c1)N(S(C)(=O)=O)C(c1ccccc1)C=C2,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@@H](c1ccccc1)C=C2
139,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@@H](c1ccccc1)C=C2,TE,L,@@,R,Cc1ccc2c(c1)N(S(C)(=O)=O)C(c1ccccc1)C=C2,Cc1ccc2c(c1)N(S(C)(=O)=O)[C@H](c1ccccc1)C=C2
140,Cc1cccc([C@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,TE,F,@,S,Cc1cccc(C(NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,Cc1cccc([C@@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1
141,Cc1cccc([C@@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,TE,L,@@,R,Cc1cccc(C(NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1,Cc1cccc([C@H](NC(=O)OC(C)(C)C)C(=[N+]=[N-])P(=O)(OC(C)(C)C)OC(C)(C)C)c1
142,Cc1ccccc1[C@H](O)CCCC(=O)Nc1ccccc1,TE,F,@,R,Cc1ccccc1C(O)CCCC(=O)Nc1ccccc1,Cc1ccccc1[C@@H](O)CCCC(=O)Nc1ccccc1
143,Cc1ccccc1[C@@H](O)CCCC(=O)Nc1ccccc1,TE,L,@@,S,Cc1ccccc1C(O)CCCC(=O)Nc1ccccc1,Cc1ccccc1[C@H](O)CCCC(=O)Nc1ccccc1
144,Cc1ccccc1[C@@H]1Cc2ccccc2S1(=O)=O,TE,F,@@,S,Cc1ccccc1C1Cc2ccccc2S1(=O)=O,Cc1ccccc1[C@H]1Cc2ccccc2S1(=O)=O
145,Cc1ccccc1[C@H]1Cc2ccccc2S1(=O)=O,TE,L,@,R,Cc1ccccc1C1Cc2ccccc2S1(=O)=O,Cc1ccccc1[C@@H]1Cc2ccccc2S1(=O)=O
146,Cc1ccccc1[C@H]1COC(=O)C1,TE,F,@,S,Cc1ccccc1C1COC(=O)C1,Cc1ccccc1[C@@H]1COC(=O)C1
147,Cc1ccccc1[C@@H]1COC(=O)C1,TE,L,@@,R,Cc1ccccc1C1COC(=O)C1,Cc1ccccc1[C@H]1COC(=O)C1
148,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)c1ccccc1,TE,F,@@,R,Cc1ccccc1P(=O)(C=Cc1ccccc1)c1ccccc1,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)c1ccccc1
149,Cc1ccccc1[P@](=O)(/C=C/c1ccccc1)c1ccccc1,TE,L,@,S,Cc1ccccc1P(=O)(C=Cc1ccccc1)c1ccccc1,Cc1ccccc1[P@@](=O)(/C=C/c1ccccc1)c1ccccc1
150,CCC(CC)(CC[C@@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,TE,F,@@,R,CCC(CC)(CCC1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1
151,CCC(CC)(CC[C@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,TE,L,@,S,CCC(CC)(CCC1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1,CCC(CC)(CC[C@@]1(C)COc2ccc(F)cc21)CC(=O)c1ccccc1
152,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,TE,F,@@,S,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1
153,CCC(COC(=O)[C@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,TE,L,@,R,CCC(COC(=O)C(NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1,CCC(COC(=O)[C@@H](NC(=O)c1ccc(C(C)(C)C)cc1)c1ccc(C)cc1)(c1ccccc1)c1ccccc1
154,CC[C@@H]1CC(=O)c2ccccc2N1,TE,F,@@,R,CCC1CC(=O)c2ccccc2N1,CC[C@H]1CC(=O)c2ccccc2N1
155,CC[C@H]1CC(=O)c2ccccc2N1,TE,L,@,S,CCC1CC(=O)c2ccccc2N1,CC[C@@H]1CC(=O)c2ccccc2N1
156,CCc1ccc(/C=C/[C@H]2NS(=O)(=O)Oc3ccccc32)cc1,TE,F,@,R,CCc1ccc(C=CC2NS(=O)(=O)Oc3ccccc32)cc1,CCc1ccc(/C=C/[C@@H]2NS(=O)(=O)Oc3ccccc32)cc1
157,CCc1ccc(/C=C/[C@@H]2NS(=O)(=O)Oc3ccccc32)cc1,TE,L,@@,S,CCc1ccc(C=CC2NS(=O)(=O)Oc3ccccc32)cc1,CCc1ccc(/C=C/[C@H]2NS(=O)(=O)Oc3ccccc32)cc1
158,CCc1ccc([C@@H]2COC(=O)N2)cc1,TE,F,@@,R,CCc1ccc(C2COC(=O)N2)cc1,CCc1ccc([C@H]2COC(=O)N2)cc1
159,CCc1ccc([C@H]2COC(=O)N2)cc1,TE,L,@,S,CCc1ccc(C2COC(=O)N2)cc1,CCc1ccc([C@@H]2COC(=O)N2)cc1
160,CCC[C@H](O)CCCC(=O)OCC,TE,F,@,S,CCCC(O)CCCC(=O)OCC,CCC[C@@H](O)CCCC(=O)OCC
161,CCC[C@@H](O)CCCC(=O)OCC,TE,L,@@,R,CCCC(O)CCCC(=O)OCC,CCC[C@H](O)CCCC(=O)OCC
162,CCC[C@@H]1Nc2ccccc2Oc2ccccc21,TE,F,@@,S,CCCC1Nc2ccccc2Oc2ccccc21,CCC[C@H]1Nc2ccccc2Oc2ccccc21
163,CCC[C@H]1Nc2ccccc2Oc2ccccc21,TE,L,@,R,CCCC1Nc2ccccc2Oc2ccccc21,CCC[C@@H]1Nc2ccccc2Oc2ccccc21
164,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,TE,F,@@,S,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1
165,CCCCC(=O)[C@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,TE,L,@,R,CCCCC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Cl)cc1,CCCCC(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(Cl)cc1
166,CCCCC1=C(CCCC)[C@@]2(C=Nc3ccccc32)c2ccccc21,TE,F,@@,R,CCCCC1=C(CCCC)C2(C=Nc3ccccc32)c2ccccc21,CCCCC1=C(CCCC)[C@]2(C=Nc3ccccc32)c2ccccc21
167,CCCCC1=C(CCCC)[C@]2(C=Nc3ccccc32)c2ccccc21,TE,L,@,S,CCCCC1=C(CCCC)C2(C=Nc3ccccc32)c2ccccc21,CCCCC1=C(CCCC)[C@@]2(C=Nc3ccccc32)c2ccccc21
168,CCCCCC[C@H](O)CC(=O)OC,TE,F,@,S,CCCCCCC(O)CC(=O)OC,CCCCCC[C@@H](O)CC(=O)OC
169,CCCCCC[C@@H](O)CC(=O)OC,TE,L,@@,R,CCCCCCC(O)CC(=O)OC,CCCCCC[C@H](O)CC(=O)OC
170,CCCCCC[C@@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,TE,F,@@,R,CCCCCCC1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,CCCCCC[C@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1
171,CCCCCC[C@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,TE,L,@,S,CCCCCCC1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1,CCCCCC[C@@H]1C(=O)N(C(=O)c2ccccc2)c2cc(C)c(C)cc2N1C(=O)c1ccccc1
172,CCCCCCC[C@H](O)CC(=O)OC,TE,F,@,S,CCCCCCCC(O)CC(=O)OC,CCCCCCC[C@@H](O)CC(=O)OC
173,CCCCCCC[C@@H](O)CC(=O)OC,TE,L,@@,R,CCCCCCCC(O)CC(=O)OC,CCCCCCC[C@H](O)CC(=O)OC
174,CCCCCCCCc1cnc2c(c1)CC[C@]2(C#N)Cc1ccc(C(F)(F)F)cc1,TE,F,@,S,CCCCCCCCc1cnc2c(c1)CCC2(C#N)Cc1ccc(C(F)(F)F)cc1,CCCCCCCCc1cnc2c(c1)CC[C@@]2(C#N)Cc1ccc(C(F)(F)F)cc1
175,CCCCCCCCc1cnc2c(c1)CC[C@@]2(C#N)Cc1ccc(C(F)(F)F)cc1,TE,L,@@,R,CCCCCCCCc1cnc2c(c1)CCC2(C#N)Cc1ccc(C(F)(F)F)cc1,CCCCCCCCc1cnc2c(c1)CC[C@]2(C#N)Cc1ccc(C(F)(F)F)cc1
176,CCCCCCCCCCCC[S@@](=O)c1ccc(C(=O)OC)cc1,TE,F,@@,R,CCCCCCCCCCCCS(=O)c1ccc(C(=O)OC)cc1,CCCCCCCCCCCC[S@](=O)c1ccc(C(=O)OC)cc1
177,CCCCCCCCCCCC[S@](=O)c1ccc(C(=O)OC)cc1,TE,L,@,S,CCCCCCCCCCCCS(=O)c1ccc(C(=O)OC)cc1,CCCCCCCCCCCC[S@@](=O)c1ccc(C(=O)OC)cc1
178,CCCCCCCCCCCC[S@@](=O)c1ccc2ncccc2c1,TE,F,@@,R,CCCCCCCCCCCCS(=O)c1ccc2ncccc2c1,CCCCCCCCCCCC[S@](=O)c1ccc2ncccc2c1
179,CCCCCCCCCCCC[S@](=O)c1ccc2ncccc2c1,TE,L,@,S,CCCCCCCCCCCCS(=O)c1ccc2ncccc2c1,CCCCCCCCCCCC[S@@](=O)c1ccc2ncccc2c1
180,CCCCN1C(=O)C[C@H](Cc2ccccc2)C1=O,TE,F,@,S,CCCCN1C(=O)CC(Cc2ccccc2)C1=O,CCCCN1C(=O)C[C@@H](Cc2ccccc2)C1=O
181,CCCCN1C(=O)C[C@@H](Cc2ccccc2)C1=O,TE,L,@@,R,CCCCN1C(=O)CC(Cc2ccccc2)C1=O,CCCCN1C(=O)C[C@H](Cc2ccccc2)C1=O
182,CCCCO[C@@H](c1ccc2ccccc2c1)c1ccccc1O,TE,F,@@,S,CCCCOC(c1ccc2ccccc2c1)c1ccccc1O,CCCCO[C@H](c1ccc2ccccc2c1)c1ccccc1O
183,CCCCO[C@H](c1ccc2ccccc2c1)c1ccccc1O,TE,L,@,R,CCCCOC(c1ccc2ccccc2c1)c1ccccc1O,CCCCO[C@@H](c1ccc2ccccc2c1)c1ccccc1O
184,CCCOC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,TE,F,@,R,CCCOC(=O)C1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,CCCOC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21
185,CCCOC(=O)[C@@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,TE,L,@@,S,CCCOC(=O)C1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21,CCCOC(=O)[C@]1(c2cccc(C)c2)NS(=O)(=O)Oc2ccccc21
186,CCC[P@](=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C,TE,F,@,S,CCCP(=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C,CCC[P@@](=O)(c1ccc(-c2ccccc2)cc1)c1ccccc1C
